Apartment_ID,Location,Postal Code,Number of Floors,Number of Rooms,Ceiling Finish,Room Size (sq. meters),Year Built,Month Built,Utilities Available,Price of Apartment,Price of Apartment (USD)
NRAS0003861,NorthEast_Ondo State_5 SDA Street,109306.0,2.0,5.0,Wood,26.3378306482122,1968.0,3.0,"Water Supply, Solar Power, Internet",13144515.0,17526.02
NRAS0003862,SouthEast_Lagos State_254 Broadway Road,685101.0,11.0,5.0,Plaster,25.816437651608773,2000.0,1.0,"Gas, Solar Power",40315731.0,53754.308
NRAS0003863,NorthEast_Plateau State_194 SDA Street,429973.0,5.0,7.0,Plaster,29.53624322765424,1953.0,3.0,"Electricity, Internet",1451988.0,1935.984
NRAS0003864,SouthWest_Kwara State_406 Unity Avenue,585396.0,10.0,3.0,POP,47.158691916352986,1991.0,5.0,"Gas, Internet, Electricity",2225990.0,2967.9866666666667
NRAS0003865,SouthEast_Kwara State_415 Crescent Lane,892093.0,15.0,5.0,PVC,48.9313388566888,1956.0,4.0,"Water Supply, Electricity, Solar Power",37742232.0,50322.976
NRAS0003866,NorthEast_Ondo State_163 SDA Street,628931.0,10.0,10.0,POP,42.29537982240611,2024.0,8.0,"Gas, Solar Power",47378563.0,63171.41733333333
NRAS0003867,SouthWest_Kano State_110 Main Street,424738.0,8.0,10.0,Wood,23.55486249582924,1972.0,5.0,Gas,25957334.0,34609.778666666665
NRAS0003868,NorthWest_Plateau State_463 Main Street,288743.0,6.0,8.0,POP,23.720375411025927,1989.0,2.0,"Internet, Gas, Electricity, Solar Power",46923633.0,62564.844
NRAS0003869,NorthCentral_Ekiti State_26 Broadway Road,466339.0,6.0,4.0,Wood,36.36411362668882,2023.0,9.0,"Water Supply, Electricity, Internet, Gas, Solar Power",22012993.0,29350.657333333333
NRAS0003870,SouthWest_Ebonyi State_299 Broadway Road,603949.0,14.0,1.0,Plaster,29.3137554506398,1989.0,8.0,"Water Supply, Solar Power",12651820.0,16869.093333333334
NRAS0003871,NorthCentral_Nasarawa State_385 SDA Street,604675.0,5.0,4.0,POP,40.41312346634759,1982.0,1.0,"Water Supply, Internet",5482925.0,7310.566666666667
NRAS0003872,NorthWest_Kebbi State_9 Unity Avenue,229927.0,13.0,3.0,Wood,41.51139012055752,1963.0,6.0,"Internet, Gas",39848839.0,53131.78533333333
NRAS0003873,NorthWest_Borno State_74 Crescent Lane,214334.0,8.0,7.0,PVC,45.983414574288034,1982.0,7.0,"Internet, Solar Power, Electricity, Gas, Water Supply",32166064.0,42888.085333333336
NRAS0003874,NorthCentral_Kwara State_125 Broadway Road,128467.0,7.0,9.0,PVC,21.87770204364019,2018.0,5.0,"Internet, Electricity, Solar Power, Water Supply",15267040.0,20356.053333333333
NRAS0003875,SouthEast_Kano State_43 SDA Street,666538.0,1.0,3.0,Wood,37.6267137102403,1966.0,12.0,"Electricity, Water Supply",25381078.0,33841.437333333335
NRAS0003876,NorthEast_Kwara State_321 SDA Street,966699.0,12.0,9.0,PVC,19.845996041606742,1951.0,8.0,"Water Supply, Gas, Solar Power, Electricity",8441711.0,11255.614666666666
NRAS0003877,NorthEast_Kaduna State_126 Unity Avenue,687945.0,14.0,2.0,Wood,31.15328982303901,1981.0,3.0,"Solar Power, Electricity",1606343.0,2141.7906666666668
NRAS0003878,SouthEast_Ebonyi State_427 Crescent Lane,337474.0,7.0,7.0,Gypsum,46.1434416171832,1999.0,7.0,"Solar Power, Electricity, Internet, Gas, Water Supply",8189837.0,10919.782666666666
NRAS0003879,SouthWest_Bauchi State_412 SDA Street,,10.0,5.0,POP,19.09526160069438,1996.0,6.0,"Electricity, Internet, Solar Power, Gas",44674665.0,59566.22
NRAS0003880,NorthWest_Nasarawa State_237 Unity Avenue,425822.0,3.0,1.0,Plaster,14.72327038231775,2018.0,8.0,"Solar Power, Internet",38456833.0,51275.77733333333
NRAS0003881,NorthWest_Yobe State_161 Main Street,339714.0,2.0,7.0,PVC,32.96740039580158,1972.0,7.0,"Internet, Solar Power, Water Supply",15846757.0,21129.00933333333
NRAS0003882,NorthCentral_Benue State_37 SDA Street,456468.0,1.0,9.0,POP,15.790926293578387,2019.0,8.0,"Gas, Solar Power",20080415.0,26773.886666666665
NRAS0003883,NorthCentral_Oyo State_143 SDA Street,646634.0,8.0,6.0,Plaster,47.022356351014245,1986.0,6.0,"Water Supply, Internet, Electricity, Gas, Solar Power",18398938.0,24531.91733333333
NRAS0003884,NorthWest_Kebbi State_307 Broadway Road,381838.0,15.0,9.0,PVC,11.539440955879003,1955.0,8.0,"Internet, Electricity, Gas, Water Supply",26739161.0,35652.21466666667
NRAS0003885,SouthWest_Osun State_378 Unity Avenue,275916.0,4.0,2.0,POP,28.717833815522425,1964.0,5.0,Electricity,14278837.0,19038.44933333333
NRAS0003886,SouthWest_Kwara State_304 Main Street,277122.0,15.0,5.0,Wood,12.864366000022908,1956.0,8.0,"Internet, Water Supply, Gas",5490457.0,7320.609333333334
NRAS0003887,SouthWest_Ekiti State_247 Main Street,693037.0,15.0,5.0,POP,15.318814993749342,2009.0,11.0,"Electricity, Solar Power",42337644.0,56450.192
NRAS0003888,NorthWest_Enugu State_197 Broadway Road,128212.0,10.0,3.0,Plaster,37.731383686034754,1955.0,7.0,"Solar Power, Electricity, Water Supply, Internet, Gas",13472828.0,17963.770666666667
NRAS0003889,NorthCentral_Osun State_215 SDA Street,970586.0,2.0,1.0,Gypsum,17.2350122387828,1993.0,11.0,"Electricity, Gas, Water Supply",41109797.0,54813.062666666665
NRAS0003890,NorthEast_Kwara State_337 Main Street,748331.0,4.0,6.0,Wood,21.475628966898988,1973.0,4.0,"Solar Power, Water Supply, Gas, Internet, Electricity",29383201.0,39177.60133333333
NRAS0003891,NorthCentral_Zamfara State_292 Crescent Lane,270595.0,13.0,6.0,Plaster,10.61579411249964,1999.0,9.0,"Gas, Water Supply, Solar Power",9877044.0,13169.392
NRAS0003892,SouthWest_Nasarawa State_101 Main Street,699032.0,4.0,6.0,PVC,14.896936132366982,1972.0,3.0,"Internet, Solar Power",15616968.0,20822.624
NRAS0003893,SouthWest_Plateau State_492 Broadway Road,999724.0,8.0,9.0,Plaster,36.69766976118265,1979.0,9.0,Internet,20976046.0,27968.06133333333
NRAS0003894,NorthEast_Kebbi State_95 Main Street,544960.0,2.0,2.0,Gypsum,37.26840651631972,1975.0,3.0,"Electricity, Internet",21667367.0,28889.822666666667
NRAS0003895,SouthEast_Oyo State_56 Main Street,970914.0,8.0,10.0,PVC,25.71610891072212,2023.0,8.0,"Water Supply, Internet, Gas, Solar Power",22167129.0,29556.172
NRAS0003896,NorthCentral_Kebbi State_189 Main Street,715865.0,7.0,2.0,POP,39.2206419202495,1991.0,3.0,"Solar Power, Internet, Gas, Water Supply",2718482.0,3624.642666666666
NRAS0003897,NorthWest_Kano State_132 Main Street,368130.0,5.0,4.0,Plaster,47.4248750552896,1975.0,3.0,"Water Supply, Electricity, Gas, Internet",13870079.0,18493.438666666665
NRAS0003898,NorthCentral_Anambra State_364 SDA Street,447517.0,13.0,5.0,Gypsum,26.953861344095458,1980.0,2.0,"Gas, Internet, Water Supply, Electricity",32978889.0,43971.852
NRAS0003899,NorthWest_Kogi State_329 Crescent Lane,201992.0,9.0,5.0,PVC,19.728210392011665,1967.0,2.0,"Gas, Electricity, Internet",20156294.0,26875.058666666668
NRAS0003900,NorthCentral_Anambra State_229 Crescent Lane,888699.0,9.0,3.0,Plaster,38.848567573932286,2018.0,3.0,"Electricity, Solar Power, Internet, Gas",19179229.0,25572.305333333334
NRAS0003901,NorthEast_Kano State_121 Broadway Road,850819.0,13.0,9.0,PVC,39.591618334084814,2008.0,7.0,"Internet, Water Supply, Solar Power, Electricity",28164747.0,37552.996
NRAS0003902,NorthWest_Osun State_69 Main Street,389319.0,13.0,7.0,PVC,14.67713134265174,2018.0,1.0,Gas,47792494.0,63723.32533333333
NRAS0003903,NorthWest_Kaduna State_407 Broadway Road,910955.0,11.0,2.0,Plaster,24.804810963232487,1967.0,12.0,"Solar Power, Internet, Water Supply, Electricity",34555247.0,46073.66266666666
NRAS0003904,NorthCentral_Anambra State_367 Unity Avenue,531411.0,3.0,3.0,Gypsum,35.13822512157226,1973.0,11.0,"Water Supply, Gas, Solar Power",11022396.0,14696.528
NRAS0003905,NorthCentral_Imo State_378 SDA Street,849646.0,1.0,2.0,PVC,13.335623816729258,1960.0,9.0,"Gas, Water Supply",41633265.0,55511.02
NRAS0003906,NorthCentral_Bauchi State_116 Unity Avenue,544010.0,15.0,1.0,Wood,38.82195500573828,1960.0,4.0,"Gas, Water Supply, Electricity, Internet",16672450.0,22229.93333333333
NRAS0003907,NorthEast_Kogi State_276 Unity Avenue,192020.0,9.0,2.0,Gypsum,13.530998387247507,1995.0,9.0,Water Supply,47595798.0,63461.064
NRAS0003908,NorthCentral_Nasarawa State_158 Main Street,343775.0,13.0,9.0,PVC,33.94820243997603,2018.0,6.0,"Water Supply, Gas, Internet, Solar Power",21812142.0,29082.856
NRAS0003909,NorthEast_Enugu State_237 Unity Avenue,764675.0,1.0,10.0,PVC,35.234292628712986,2024.0,7.0,"Internet, Solar Power",37490756.0,49987.674666666666
NRAS0003910,SouthEast_Taraba State_245 Crescent Lane,150274.0,4.0,1.0,POP,23.546543074785905,2020.0,11.0,"Gas, Electricity, Internet",43345653.0,57794.204
NRAS0003911,NorthWest_Oyo State_38 Crescent Lane,956536.0,13.0,1.0,POP,29.77123860266022,1997.0,1.0,Gas,23275837.0,31034.44933333333
NRAS0003912,NorthEast_Oyo State_71 Main Street,558777.0,2.0,7.0,Plaster,47.27693947934985,1967.0,9.0,"Electricity, Water Supply, Internet, Gas",39499279.0,52665.70533333333
NRAS0003913,NorthCentral_Ekiti State_482 Main Street,103053.0,5.0,1.0,Wood,34.90580461133375,2020.0,12.0,"Internet, Gas, Electricity, Water Supply",42072317.0,56096.422666666665
NRAS0003914,SouthEast_Ekiti State_198 SDA Street,688727.0,4.0,9.0,Wood,44.23629817777488,1972.0,7.0,Internet,45233476.0,60311.30133333334
NRAS0003915,NorthWest_Benue State_325 SDA Street,249601.0,10.0,2.0,Wood,10.79485321077927,1992.0,10.0,Gas,36274365.0,48365.82
NRAS0003916,SouthWest_Abia State_93 SDA Street,348102.0,14.0,10.0,Plaster,16.827807462377343,1961.0,2.0,"Electricity, Water Supply, Internet, Solar Power",22520817.0,30027.756
NRAS0003917,NorthCentral_Kano State_150 Crescent Lane,652404.0,3.0,1.0,Wood,14.725606784500416,1998.0,11.0,"Electricity, Internet, Gas",39874918.0,53166.55733333333
NRAS0003918,NorthCentral_Oyo State_403 Broadway Road,779775.0,15.0,10.0,POP,49.34348934082722,1992.0,2.0,"Water Supply, Solar Power, Internet, Gas",15790236.0,21053.648
NRAS0003919,NorthWest_Kebbi State_30 Broadway Road,948864.0,7.0,8.0,PVC,40.87985449815848,1960.0,11.0,"Gas, Electricity, Internet",1583117.0,2110.8226666666665
NRAS0003920,NorthCentral_Kaduna State_351 Main Street,277399.0,8.0,2.0,POP,31.691921480987,1999.0,5.0,Solar Power,39675949.0,52901.26533333334
NRAS0003921,NorthWest_Ekiti State_39 Broadway Road,150745.0,2.0,3.0,Gypsum,40.27385240966652,2019.0,5.0,"Water Supply, Internet",14962752.0,19950.336
NRAS0003922,NorthCentral_Anambra State_158 Main Street,267139.0,3.0,4.0,POP,17.37806902780884,1977.0,8.0,Internet,39904004.0,53205.33866666667
NRAS0003923,NorthEast_Bauchi State_357 Broadway Road,890602.0,3.0,1.0,Wood,28.142174436140376,1959.0,12.0,"Internet, Gas, Electricity, Solar Power, Water Supply",43906311.0,58541.748
NRAS0003924,NorthWest_Adamawa State_84 Main Street,741303.0,13.0,5.0,PVC,49.386502107402855,2019.0,9.0,"Gas, Electricity, Internet",23848069.0,31797.425333333333
NRAS0003925,SouthWest_Anambra State_464 Crescent Lane,576343.0,2.0,2.0,Gypsum,34.0634247968712,1997.0,10.0,"Gas, Solar Power, Internet, Electricity, Water Supply",43399363.0,57865.81733333333
NRAS0003926,NorthCentral_Sokoto State_372 Broadway Road,347364.0,10.0,9.0,Wood,20.85607991614476,1971.0,5.0,Solar Power,42729306.0,56972.408
NRAS0003927,NorthWest_Kaduna State_95 SDA Street,858100.0,9.0,8.0,PVC,18.30250616582557,1999.0,1.0,"Gas, Solar Power, Electricity, Internet, Water Supply",47113999.0,62818.66533333333
NRAS0003928,SouthWest_Nasarawa State_217 Main Street,668491.0,15.0,5.0,Plaster,19.713037605444605,1950.0,2.0,"Electricity, Water Supply",39287086.0,52382.78133333333
NRAS0003929,NorthWest_Borno State_45 SDA Street,234918.0,4.0,1.0,Plaster,18.649988290393143,1971.0,12.0,"Gas, Water Supply, Solar Power, Internet, Electricity",33156693.0,44208.924
NRAS0003930,NorthEast_Lagos State_287 Crescent Lane,963841.0,4.0,9.0,POP,26.579466321674687,2002.0,11.0,"Electricity, Internet, Water Supply, Gas, Solar Power",35178095.0,46904.12666666666
NRAS0003931,NorthWest_Ondo State_470 Crescent Lane,151803.0,8.0,7.0,Gypsum,40.378511930213605,2005.0,2.0,"Gas, Solar Power, Electricity, Water Supply",1546568.0,2062.0906666666665
NRAS0003932,SouthEast_Ebonyi State_216 Main Street,996516.0,1.0,10.0,Wood,30.32092414058047,,4.0,"Gas, Electricity, Water Supply",11095069.0,14793.425333333333
NRAS0003933,SouthWest_Kebbi State_381 Main Street,746094.0,5.0,7.0,Plaster,12.721898501494524,1956.0,8.0,"Gas, Solar Power",28374767.0,37833.02266666666
NRAS0003934,SouthWest_Sokoto State_388 Broadway Road,927023.0,15.0,1.0,PVC,16.473915392739666,2009.0,7.0,"Solar Power, Internet, Gas",27570274.0,36760.365333333335
NRAS0003935,NorthCentral_Yobe State_99 SDA Street,892464.0,14.0,2.0,PVC,44.218279495721816,1983.0,8.0,"Electricity, Gas, Internet, Solar Power, Water Supply",37199828.0,49599.77066666666
NRAS0003936,SouthEast_Lagos State_47 SDA Street,252211.0,5.0,6.0,POP,16.750871468296783,1967.0,2.0,"Internet, Gas, Water Supply",43298156.0,57730.87466666667
NRAS0003937,SouthEast_Nasarawa State_224 Broadway Road,347199.0,15.0,10.0,POP,24.08100255553845,1997.0,12.0,"Water Supply, Gas, Solar Power",39573486.0,52764.648
NRAS0003938,NorthWest_Anambra State_427 SDA Street,313533.0,12.0,5.0,POP,40.151337402177646,2008.0,5.0,"Internet, Electricity, Solar Power",22011505.0,29348.67333333333
NRAS0003939,SouthEast_Osun State_326 Main Street,849469.0,4.0,8.0,PVC,32.83855663600396,2020.0,1.0,"Internet, Gas, Water Supply",28174674.0,37566.232
NRAS0003940,NorthWest_Sokoto State_429 Crescent Lane,970656.0,9.0,8.0,Gypsum,18.63152470891654,1995.0,11.0,Solar Power,14925907.0,19901.20933333333
NRAS0003941,NorthCentral_Abia State_390 Broadway Road,408163.0,11.0,6.0,Wood,41.93844712827288,1967.0,7.0,"Solar Power, Electricity, Internet, Water Supply",36769323.0,49025.764
NRAS0003942,NorthEast_Benue State_302 SDA Street,952582.0,9.0,2.0,Plaster,47.86820862877916,2014.0,4.0,Gas,6732805.0,8977.073333333334
NRAS0003943,NorthWest_Bauchi State_20 Unity Avenue,549408.0,10.0,9.0,Wood,30.198156854544827,1963.0,11.0,"Water Supply, Solar Power, Electricity, Internet",9351477.0,12468.636
NRAS0003944,SouthWest_Benue State_215 Broadway Road,858866.0,9.0,4.0,POP,29.71379074404699,1994.0,7.0,"Water Supply, Electricity",4430676.0,5907.568
NRAS0003945,NorthCentral_Nasarawa State_309 Broadway Road,167932.0,6.0,7.0,Wood,11.7817172914236,1980.0,1.0,"Electricity, Water Supply, Gas",16912582.0,22550.109333333334
NRAS0003946,NorthWest_Adamawa State_475 Unity Avenue,677622.0,3.0,6.0,Plaster,18.061990447658825,1963.0,12.0,Gas,6183602.0,8244.802666666666
NRAS0003947,SouthWest_Lagos State_480 SDA Street,959286.0,12.0,2.0,POP,39.723790531508,1966.0,1.0,"Gas, Electricity, Water Supply",38044510.0,50726.013333333336
NRAS0003948,SouthWest_Lagos State_50 SDA Street,732578.0,5.0,4.0,Wood,24.796373253646287,2007.0,2.0,Water Supply,36619844.0,48826.458666666666
NRAS0003949,NorthEast_Anambra State_203 SDA Street,898918.0,12.0,2.0,POP,28.62440308029484,1998.0,1.0,"Solar Power, Internet, Gas, Water Supply",43151192.0,57534.922666666665
NRAS0003950,NorthEast_Kano State_99 Crescent Lane,183505.0,8.0,3.0,Gypsum,12.611554729349695,1994.0,5.0,"Gas, Water Supply, Electricity",1707038.0,2276.0506666666665
NRAS0003951,NorthCentral_Oyo State_386 Unity Avenue,,11.0,3.0,Gypsum,30.980057424291484,1997.0,12.0,"Solar Power, Electricity, Internet, Water Supply",32914518.0,43886.024
NRAS0003952,NorthCentral_Borno State_18 Main Street,858664.0,6.0,10.0,Gypsum,36.1760962346321,1970.0,4.0,"Water Supply, Internet, Gas",17796921.0,23729.228
NRAS0003953,NorthCentral_Bauchi State_423 Crescent Lane,346633.0,2.0,8.0,POP,11.539436940654344,1961.0,6.0,"Solar Power, Water Supply",18245148.0,24326.864
NRAS0003954,SouthWest_Sokoto State_34 Main Street,366264.0,1.0,10.0,Wood,35.717124037464785,1980.0,9.0,"Gas, Solar Power, Electricity",30210768.0,40281.024
NRAS0003955,NorthCentral_Bauchi State_176 Unity Avenue,319170.0,4.0,8.0,Wood,21.5938633519394,2021.0,8.0,"Electricity, Internet, Gas",37979015.0,50638.68666666667
NRAS0003956,SouthWest_Kano State_395 SDA Street,792392.0,12.0,,Wood,35.67958922787098,2016.0,12.0,"Gas, Internet, Solar Power, Water Supply, Electricity",44754359.0,59672.47866666667
NRAS0003957,SouthWest_Kogi State_374 Main Street,815642.0,15.0,10.0,POP,21.440460086600904,1963.0,9.0,"Water Supply, Gas",39398415.0,52531.22
NRAS0003958,SouthWest_Nasarawa State_235 Crescent Lane,469328.0,1.0,6.0,Plaster,47.74780960458542,2019.0,12.0,Water Supply,7028433.0,9371.244
NRAS0003959,NorthWest_Nasarawa State_31 Crescent Lane,744098.0,9.0,2.0,Wood,31.663553808387512,1982.0,2.0,Solar Power,10382968.0,13843.957333333334
NRAS0003960,NorthCentral_Abia State_40 Unity Avenue,791108.0,3.0,8.0,Plaster,28.84494426055572,2002.0,3.0,"Electricity, Solar Power, Internet, Water Supply",48218220.0,64290.96
NRAS0003961,NorthCentral_Adamawa State_220 SDA Street,376664.0,12.0,1.0,POP,34.61100471586192,1962.0,10.0,"Solar Power, Water Supply",27330570.0,36440.76
NRAS0003962,NorthEast_Kano State_485 Main Street,959335.0,8.0,2.0,Plaster,13.968613507875675,1985.0,3.0,"Internet, Solar Power, Gas",36484880.0,48646.50666666667
NRAS0003963,NorthEast_Osun State_85 Broadway Road,220289.0,13.0,3.0,Wood,39.0716176290872,2021.0,10.0,"Gas, Internet, Electricity",2358407.0,3144.5426666666667
NRAS0003964,SouthWest_Kaduna State_288 Crescent Lane,781692.0,14.0,2.0,Gypsum,37.36352383408535,2006.0,12.0,"Gas, Solar Power, Internet, Electricity",6255882.0,8341.176
NRAS0003965,SouthWest_Lagos State_342 Crescent Lane,817413.0,10.0,6.0,Plaster,33.99698063950213,1953.0,3.0,"Solar Power, Internet",42461768.0,56615.69066666667
NRAS0003966,SouthWest_Kwara State_315 SDA Street,196469.0,10.0,9.0,Gypsum,19.156904649364407,1997.0,3.0,Water Supply,14671285.0,19561.713333333333
NRAS0003967,SouthEast_Enugu State_335 Main Street,306895.0,12.0,1.0,Gypsum,36.48766300047559,2003.0,4.0,"Solar Power, Electricity",40775453.0,54367.27066666666
NRAS0003968,SouthWest_Taraba State_454 Unity Avenue,791368.0,5.0,4.0,PVC,15.748086873323167,1983.0,5.0,"Internet, Solar Power",29485159.0,39313.545333333335
NRAS0003969,SouthEast_Kano State_38 Crescent Lane,843006.0,14.0,8.0,Gypsum,13.743587964790418,1960.0,3.0,"Internet, Electricity",6980821.0,9307.761333333334
NRAS0003970,NorthWest_Bauchi State_451 Broadway Road,335370.0,13.0,5.0,Gypsum,43.254337008284,2022.0,8.0,Water Supply,12581629.0,16775.505333333334
NRAS0003971,NorthCentral_Kwara State_117 Unity Avenue,105493.0,13.0,2.0,Wood,36.00046014335588,1997.0,3.0,"Solar Power, Gas, Water Supply, Internet, Electricity",47012405.0,62683.206666666665
NRAS0003972,NorthEast_Oyo State_382 Main Street,703714.0,2.0,1.0,Gypsum,39.5484503682491,2000.0,10.0,"Solar Power, Gas",31263879.0,41685.172
NRAS0003973,NorthCentral_Zamfara State_337 Broadway Road,226304.0,14.0,7.0,PVC,46.606929235535375,2020.0,4.0,"Electricity, Internet, Gas",4575611.0,6100.814666666667
NRAS0003974,SouthEast_Kogi State_84 SDA Street,392330.0,6.0,1.0,PVC,30.59110684031745,2002.0,12.0,Gas,32530783.0,43374.37733333333
NRAS0003975,SouthWest_Kano State_103 Unity Avenue,840354.0,7.0,7.0,PVC,14.85844513590051,1967.0,10.0,"Internet, Electricity",7003361.0,9337.814666666667
NRAS0003976,NorthWest_Borno State_49 Main Street,736818.0,1.0,4.0,Plaster,28.99989847305788,2009.0,7.0,"Water Supply, Electricity",45814756.0,61086.34133333333
NRAS0003977,NorthCentral_Ebonyi State_120 Main Street,227446.0,6.0,1.0,POP,42.3384064357722,1960.0,12.0,"Water Supply, Electricity",48075646.0,64100.86133333333
NRAS0003978,SouthWest_Ebonyi State_458 Broadway Road,254739.0,4.0,7.0,Plaster,10.357791780231906,1994.0,11.0,Solar Power,31722189.0,42296.252
NRAS0003979,NorthEast_Oyo State_226 SDA Street,755044.0,9.0,10.0,Plaster,22.935636659493795,2021.0,2.0,Electricity,30537832.0,40717.10933333333
NRAS0003980,NorthCentral_Plateau State_116 Broadway Road,643354.0,8.0,9.0,Gypsum,29.59178875744561,1999.0,9.0,Solar Power,33592020.0,44789.36
NRAS0003981,NorthEast_Taraba State_356 Crescent Lane,330171.0,15.0,3.0,PVC,10.992790398434655,1950.0,10.0,"Gas, Water Supply, Solar Power",34964621.0,46619.494666666666
NRAS0003982,SouthWest_Osun State_449 Main Street,845801.0,1.0,9.0,Wood,12.252377670317196,1981.0,1.0,"Internet, Solar Power",8047000.0,10729.333333333334
NRAS0003983,NorthCentral_Kwara State_476 SDA Street,295292.0,14.0,7.0,POP,48.75093043646076,1956.0,1.0,"Internet, Solar Power, Water Supply",23833799.0,31778.398666666668
NRAS0003984,SouthEast_Sokoto State_172 Crescent Lane,716043.0,1.0,7.0,Gypsum,30.39994390403317,1988.0,1.0,"Electricity, Water Supply",29101679.0,38802.23866666666
NRAS0003985,NorthCentral_Enugu State_348 Unity Avenue,854909.0,8.0,2.0,PVC,29.34460565487033,2009.0,12.0,"Gas, Water Supply, Internet, Electricity",8276805.0,11035.74
NRAS0003986,NorthEast_Ebonyi State_195 SDA Street,367744.0,6.0,1.0,POP,37.08437671569419,2013.0,4.0,Solar Power,49788648.0,66384.864
NRAS0003987,NorthEast_Benue State_134 Main Street,123732.0,10.0,1.0,Wood,45.10595255824544,1979.0,8.0,"Internet, Electricity, Solar Power, Water Supply",49721836.0,66295.78133333333
NRAS0003988,SouthEast_Oyo State_190 Crescent Lane,270219.0,10.0,5.0,Gypsum,27.2111160346546,2005.0,12.0,Gas,42078440.0,56104.58666666667
NRAS0003989,NorthCentral_Bauchi State_291 Main Street,267027.0,3.0,10.0,Plaster,30.19907214047134,1965.0,8.0,"Internet, Gas, Electricity, Solar Power, Water Supply",17992289.0,23989.718666666668
NRAS0003990,NorthEast_Taraba State_27 Main Street,309362.0,1.0,4.0,Wood,41.54116159082761,1967.0,10.0,"Gas, Internet, Water Supply",38311288.0,51081.71733333333
NRAS0003991,NorthEast_Imo State_9 SDA Street,399058.0,4.0,7.0,Wood,15.48419646117738,2001.0,12.0,"Gas, Water Supply, Solar Power, Internet",36169208.0,48225.61066666667
NRAS0003992,NorthEast_Kebbi State_200 Crescent Lane,423958.0,6.0,10.0,Wood,10.514305369428122,1994.0,12.0,"Solar Power, Gas, Internet",40894244.0,54525.65866666667
NRAS0003993,SouthEast_Kogi State_258 Broadway Road,485237.0,1.0,3.0,Plaster,45.48046809081129,2013.0,2.0,"Solar Power, Gas, Electricity, Internet",32601116.0,43468.15466666667
NRAS0003994,NorthCentral_Enugu State_182 Broadway Road,501816.0,1.0,2.0,Wood,42.140712612322005,1999.0,10.0,"Gas, Internet, Water Supply, Solar Power, Electricity",18050732.0,24067.642666666667
NRAS0003995,NorthEast_Benue State_292 Main Street,296823.0,12.0,7.0,POP,35.73620518222734,1985.0,12.0,"Water Supply, Electricity, Internet, Solar Power",7408263.0,9877.684
NRAS0003996,NorthEast_Osun State_400 Unity Avenue,243797.0,9.0,5.0,POP,33.187988460063536,2025.0,7.0,"Gas, Electricity, Internet, Solar Power, Water Supply",48803761.0,65071.68133333333
NRAS0003997,NorthWest_Borno State_340 Main Street,820439.0,8.0,2.0,PVC,34.17772410044802,1991.0,4.0,Solar Power,18877984.0,25170.64533333333
NRAS0003998,NorthEast_Zamfara State_369 Unity Avenue,302317.0,14.0,10.0,POP,18.31783783294861,1989.0,8.0,"Solar Power, Gas, Electricity, Internet, Water Supply",26181437.0,34908.58266666667
NRAS0003999,NorthEast_Zamfara State_193 Crescent Lane,483615.0,3.0,9.0,Gypsum,20.54118993534637,1967.0,9.0,"Water Supply, Solar Power, Internet, Electricity, Gas",33611480.0,44815.30666666666
NRAS0004000,NorthWest_Enugu State_254 Main Street,100614.0,2.0,2.0,PVC,19.015463649426657,1966.0,9.0,"Solar Power, Gas, Water Supply, Electricity, Internet",39821703.0,53095.604
NRAS0004001,SouthEast_Yobe State_46 Unity Avenue,466122.0,12.0,9.0,Gypsum,11.987394076907414,1956.0,7.0,"Solar Power, Gas, Water Supply",46794731.0,62392.97466666667
NRAS0004002,NorthEast_Yobe State_445 Crescent Lane,565467.0,1.0,7.0,Plaster,26.05218871381316,1951.0,2.0,"Gas, Internet, Solar Power, Water Supply, Electricity",15750970.0,21001.29333333333
NRAS0004003,SouthEast_Kaduna State_336 Unity Avenue,902564.0,14.0,5.0,POP,10.940760455613528,1990.0,12.0,"Water Supply, Gas, Internet, Solar Power",35426554.0,47235.405333333336
NRAS0004004,NorthCentral_Lagos State_345 Main Street,238465.0,6.0,2.0,Gypsum,26.352624713020024,1988.0,7.0,"Internet, Water Supply",13950276.0,18600.368
NRAS0004005,NorthEast_Nasarawa State_258 Main Street,904398.0,4.0,5.0,Wood,25.22244898265539,2002.0,7.0,"Solar Power, Water Supply, Gas, Internet, Electricity",6780320.0,9040.426666666666
NRAS0004006,NorthWest_Oyo State_110 Main Street,953184.0,15.0,8.0,PVC,12.449686829137754,1995.0,5.0,"Electricity, Internet, Water Supply, Gas",32516757.0,43355.676
NRAS0004007,NorthEast_Bauchi State_27 Main Street,700559.0,5.0,2.0,Gypsum,21.06627771762849,2004.0,6.0,"Water Supply, Electricity, Gas, Internet, Solar Power",24217510.0,32290.01333333333
NRAS0004008,NorthEast_Nasarawa State_23 Crescent Lane,259442.0,8.0,9.0,Plaster,42.28346204386197,2004.0,3.0,"Electricity, Water Supply",15315523.0,20420.697333333334
NRAS0004009,SouthEast_Bauchi State_303 Crescent Lane,349856.0,1.0,8.0,Plaster,44.44872799198982,1979.0,11.0,"Gas, Internet, Solar Power, Electricity",45422292.0,60563.056
NRAS0004010,SouthWest_Lagos State_124 Main Street,661605.0,13.0,8.0,Wood,44.35686484978634,1965.0,9.0,"Gas, Internet, Solar Power, Electricity",17493488.0,23324.65066666667
NRAS0004011,SouthWest_Kogi State_152 Unity Avenue,824580.0,1.0,1.0,Gypsum,48.491971599960365,2000.0,10.0,"Solar Power, Electricity",34955188.0,46606.91733333333
